id,prenom,age,tranche_age
1078,Blandine,40,35-65
1079,Milena,35,35-65
1080,Mariama,26,25-34
1081,Gianni,43,35-65
1082,Irina,27,25-34
1083,Jonah,40,35-65
1084,Christelle,24,12-25
1085,Livia,40,35-65
1086,Melvyn,38,35-65
1087,Flavien,43,35-65
1088,Élodie,25,12-25
1089,Jude,38,35-65
1090,Barthélémy,38,35-65
1091,Clarence,23,12-25
1092,Néné,40,35-65
1093,Stéphane,28,25-34
1094,Ambrine,38,35-65
1095,Fabio,37,35-65
1096,Macéo,42,35-65
1097,Shaïma,38,35-65
1098,Moustapha,41,35-65
1099,Aubin,38,35-65
1100,Alyssia,38,35-65
1101,Sophia,39,35-65
1102,Alma,37,35-65
1103,Eugénie,28,25-34
1104,Awa,25,12-25
1105,Nils,41,35-65
1106,Rayane,42,35-65
1107,Léonie,26,25-34
1108,Louna,40,35-65
1109,Pénélope,40,35-65
1110,Rachel,38,35-65
1111,Rania,23,12-25
1112,Chaïma,25,12-25
1113,Henri,26,25-34
1114,Maud,43,35-65
1115,Amir,40,35-65
1116,Marine,26,25-34
1117,Matthias,25,12-25
1118,Mina,27,25-34
1119,Louison,38,35-65
1120,Aurore,41,35-65
1121,Estelle,25,12-25
1122,Méline,37,35-65
1123,Morgane,37,35-65
1124,Philippine,20,12-25
1125,Vadim,40,35-65
1126,Amira,25,12-25
1127,Timéo,38,35-65
1128,Virgile,41,35-65
1129,Angelina,23,12-25
1130,Auguste,37,35-65
1131,Oumou,38,35-65
1132,Alessandro,28,25-34
1133,Alice,27,25-34
1134,Enzo,27,25-34
1135,Marie,24,12-25
1136,Hugo,39,35-65
1137,Mohamed,26,25-34
1138,Adrien,26,25-34
1139,Pierre,42,35-65
1140,Pauline,28,25-34
1141,Gaspard,41,35-65
1142,Julien,27,25-34
1143,Théo,30,25-34
1144,Oscar,39,35-65
1145,Noé,43,35-65
1146,Axel,26,25-34
1147,Charles,41,35-65
1148,Agathe,39,35-65
1149,Matthieu,26,25-34
1150,Maxence,37,35-65
1151,Victoria,27,25-34
1152,Ambre,27,25-34
1153,Alix,22,12-25
1154,Carla,36,35-65
1155,Océane,39,35-65
1156,Guillaume,38,35-65
1157,Aurélien,40,35-65
1158,Joséphine,25,12-25
1159,Héloïse,42,35-65
1160,Justine,40,35-65
1161,Ruben,26,25-34
1162,Sara,34,25-34
1163,Maëlle,24,12-25
1164,Diane,38,35-65
1165,Grégoire,25,12-25
1166,Florian,38,35-65
1167,Eléonore,25,12-25
1168,Luna,24,12-25
1169,Basile,44,35-65
1170,Olivia,39,35-65
1171,Robin,20,12-25
1172,Côme,38,35-65
1173,Evan,39,35-65
1174,Ismaël,40,35-65
1175,Hector,37,35-65
1176,Mathéo,26,25-34
1177,Moussa,26,25-34
1178,Daphné,41,35-65
1179,Diego,43,35-65
1180,Noam,43,35-65
1181,Max,23,12-25
1182,Maëlys,41,35-65
1183,Philippine,40,35-65
1184,Elie,41,35-65
1185,Lorenzo,29,25-34
1186,Olivier,41,35-65
1187,Damien,25,12-25
1188,Joshua,41,35-65
1189,Armand,26,25-34
1190,Isaac,40,35-65
1191,Nassim,26,25-34
1192,Louna,41,35-65
1193,Ava,25,12-25
1194,Stanislas,26,25-34
1195,Jacques,28,25-34
1196,Andrea,41,35-65
1197,Amina,34,25-34
1198,Aïcha,25,12-25
1199,Timothé,38,35-65
1200,Milan,23,12-25
1201,Eléna,42,35-65
1202,Mahamadou,40,35-65
1203,Tanguy,41,35-65
1204,Salimata,29,25-34
1205,Calixte,25,12-25
1206,Perrine,26,25-34
1207,Karine,42,35-65
1208,Lirone,24,12-25
1209,Wissem,26,25-34
1210,Lou-Anne,25,12-25
1211,Michael,38,35-65
1212,Isis,44,35-65
1213,Jad,43,35-65
1214,Jack,41,35-65
1215,Nadir,23,12-25
1216,Marvin,24,12-25
1217,Ian,39,35-65
1218,Siméon,38,35-65
1219,Thierry,25,12-25
1220,Kim,40,35-65
1221,Lamine,25,12-25
1222,Agnès,41,35-65
1223,Tim,36,35-65
1224,Laurène,37,35-65
1225,Gonzague,27,25-34
1226,Aglaé,37,35-65
1227,Nelly,25,12-25
1228,Lea,24,12-25
1229,Kamila,41,35-65
1230,Louisa,25,12-25
1231,Yousra,38,35-65
1232,Rémy,42,35-65
1233,Angela,38,35-65
1234,Ryad,41,35-65
1235,Angie,25,12-25
1236,Flavio,39,35-65
1237,Dora,42,35-65
1238,Samba,25,12-25
1239,Rohan,45,35-65
1240,Mayeul,38,35-65
1241,Hanaé,42,35-65
1242,Ysée,36,35-65
1243,Katell,38,35-65
1244,Merwan,38,35-65
1245,Swann,37,35-65
1246,Tatiana,25,12-25
1247,Soren,25,12-25
1248,Gary,26,25-34
1249,Saïd,26,25-34
1250,Paula,26,25-34
1251,Katia,25,12-25
1252,Daniela,39,35-65
1253,Manelle,26,25-34
1254,Alizée,41,35-65
1255,Noham,29,25-34
1256,Melina,37,35-65
1257,Mike,39,35-65
1258,Dominique,24,12-25
1259,Léopoldine,22,12-25
1260,Amélia,37,35-65
1261,Annabelle,26,25-34
1262,Nicole,35,35-65
1263,Tasnim,39,35-65
1264,Marko,30,25-34
1265,Maÿlis,26,25-34
1266,Aksel,22,12-25
1267,Souleyman,27,25-34
1268,Maryam,42,35-65
1269,Catherine,23,12-25
1270,Younes,40,35-65
1271,Lukas,23,12-25
1272,Quitterie,27,25-34
1273,Christophe,22,12-25
1274,Charline,25,12-25
1275,Xavier,24,12-25
1276,Charlie,38,35-65
1277,Kadiatou,44,35-65
1278,Christelle,37,35-65
1279,Fatima,36,35-65
1280,Jordan,25,12-25
1281,Eulalie,25,12-25
1282,Idriss,38,35-65
1283,Hermine,39,35-65
1284,Balthazar,37,35-65
1285,Pierre-Louis,41,35-65
1286,Tao,39,35-65
1287,Filip,38,35-65
1288,Thibaud,40,35-65
1289,Frédéric,26,25-34
1290,Matias,27,25-34
1291,Élise,42,35-65
1292,Shaïna,39,35-65
1293,Stanley,41,35-65
1294,Jessy,38,35-65
1295,Ronan,24,12-25
1296,Ilias,27,25-34
1297,Cloé,42,35-65
1298,Déborah,28,25-34
1299,Meriem,24,12-25
1300,Hillel,36,35-65
1301,Satine,36,35-65
1302,Benoit,27,25-34
1303,Idris,44,35-65
1304,Nesrine,40,35-65
1305,Camelia,40,35-65
1306,Bahia,27,25-34
1307,Abigaël,38,35-65
1308,Raphaël,23,12-25
1309,Camille,37,35-65
1310,Gabriel,30,25-34
1311,Maxime,22,12-25
1312,Mohamed,39,35-65
1313,Juliette,41,35-65
1314,Clémence,38,35-65
1315,Alexis,22,12-25
1316,Martin,25,12-25
1317,Lou,41,35-65
1318,Maxence,24,12-25
1319,Joseph,26,25-34
1320,Julia,24,12-25
1321,Sara,27,25-34
1322,David,24,12-25
1323,Lola,38,35-65
1324,Salomé,36,35-65
1325,Aaron,36,35-65
1326,Jean,39,35-65
1327,Ruben,24,12-25
1328,Florian,21,12-25
1329,Diane,39,35-65
1330,Maël,39,35-65
1331,Carla,39,35-65
1332,Ulysse,26,25-34
1333,Lila,36,35-65
1334,Garance,41,35-65
1335,Hector,27,25-34
1336,Jérémy,43,35-65
1337,Mattéo,43,35-65
1338,Faustine,35,35-65
1339,Robin,40,35-65
1340,Eloïse,25,12-25
1341,Côme,21,12-25
1342,Eliot,23,12-25
1343,Blanche,37,35-65
1344,Fanny,40,35-65
1345,Paloma,41,35-65
1346,Lily,23,12-25
1347,Sofiane,29,25-34
1348,Diego,29,25-34
1349,Andréa,39,35-65
1350,Hélène,39,35-65
1351,Ilyes,38,35-65
1352,Ella,23,12-25
1353,Youssef,41,35-65
1354,Anaëlle,39,35-65
1355,Candice,41,35-65
1356,Bérénice,25,12-25
1357,Aliénor,42,35-65
1358,Zakaria,28,25-34
1359,Eve,36,35-65
1360,Céleste,42,35-65
1361,Christian,37,35-65
1362,Lana,27,25-34
1363,Domitille,24,12-25
1364,Ilan,40,35-65
1365,Damien,39,35-65
1366,Wassim,42,35-65
1367,Amina,41,35-65
1368,Joachim,37,35-65
1369,Hannah,28,25-34
1370,Alban,39,35-65
1371,Elodie,41,35-65
1372,Awa,41,35-65
1373,Cyprien,41,35-65
1374,Hamza,37,35-65
1375,Karl,26,25-34
1376,Aymeric,30,25-34
1377,Jean-Baptiste,28,25-34
1378,Nassim,26,25-34
1379,Tiago,42,35-65
1380,Abdoulaye,43,35-65
1381,Giulia,41,35-65
1382,Zacharie,25,12-25
1383,Marilou,28,25-34
1384,Cyril,42,35-65
1385,Louison,41,35-65
1386,Léonore,23,12-25
1387,Jacques,41,35-65
1388,Bryan,40,35-65
1389,Coline,25,12-25
1390,Farah,36,35-65
1391,Ewen,38,35-65
1392,Fanta,39,35-65
1393,Artus,27,25-34
1394,Arthus,24,12-25
1395,Malik,39,35-65
1396,Yona,37,35-65
1397,Philomène,41,35-65
1398,Issam,41,35-65
1399,Amel,41,35-65
1400,Patrick,26,25-34
1401,Valentina,27,25-34
1402,Amélia,24,12-25
1403,Anouck,43,35-65
1404,Aurélie,24,12-25
1405,Camil,22,12-25
1406,Darius,39,35-65
1407,Kenan,35,35-65
1408,Méline,39,35-65
1409,Mellina,44,35-65
1410,Youcef,26,25-34
1411,Bertille,38,35-65
1412,Chaïma,25,12-25
1413,Élise,40,35-65
1414,Gloria,43,35-65
1415,Isis,41,35-65
1416,Lya,38,35-65
1417,Lyam,29,25-34
1418,Marwan,40,35-65
1419,Naïla,37,35-65
1420,Neïla,38,35-65
1421,Philippe,37,35-65
1422,Thibaut,38,35-65
1423,Aline,28,25-34
1424,Alisha,40,35-65
1425,Aloïs,37,35-65
1426,Celia,40,35-65
1427,Fatim,37,35-65
1428,Filip,37,35-65
1429,Ilias,39,35-65
1430,Irène,40,35-65
1431,Kim,24,12-25
1432,Lahna,40,35-65
1433,Leandro,25,12-25
1434,Lia,40,35-65
1435,Marvin,37,35-65
1436,Mathilda,37,35-65
1437,Melvin,26,25-34
1438,Siméon,23,12-25
1439,Assya,28,25-34
1440,Emeline,25,12-25
1441,Émile,27,25-34
1442,Émilie,27,25-34
1443,Éva,24,12-25
1444,Guilhem,42,35-65
1445,Hafsa,41,35-65
1446,Janna,39,35-65
1447,Jean-Baptiste,40,35-65
1448,Mahé,42,35-65
1449,Meriem,37,35-65
1450,Rodrigue,42,35-65
1451,Sidonie,37,35-65
1452,Tasnim,43,35-65
1453,Yannis,38,35-65
1454,Aleksandra,27,25-34
1455,Alessia,27,25-34
1456,Ambrine,35,35-65
1457,Aubin,39,35-65
1458,Ben,25,12-25
1459,Chahine,26,25-34
1460,Eléna,26,25-34
1461,Elior,28,25-34
1462,Elyne,26,25-34
1463,Ezio,25,12-25
1464,Harry,39,35-65
1465,Hédi,23,12-25
1466,Linoï,42,35-65
1467,Louay,26,25-34
1468,Mattia,42,35-65
1469,Elyssa,27,25-34
1470,Chloé,40,35-65
1471,Arthur,25,12-25
1472,Victor,41,35-65
1473,Thomas,38,35-65
1474,Jeanne,29,25-34
1475,Clément,40,35-65
1476,Lina,24,12-25
1477,Anaïs,38,35-65
1478,Adrien,24,12-25
1479,Clara,39,35-65
1480,Gabrielle,40,35-65
1481,Noé,42,35-65
1482,Nina,40,35-65
1483,Lisa,40,35-65
1484,Héloïse,38,35-65
1485,Timothée,38,35-65
1486,Joséphine,37,35-65
1487,Alix,25,12-25
1488,Ava,42,35-65
1489,Maya,38,35-65
1490,Ismaël,38,35-65
1491,Zakaria,27,25-34
1492,Rayane,41,35-65
1493,Abel,38,35-65
1494,Edgar,42,35-65
1495,Nino,23,12-25
1496,Hortense,25,12-25
1497,Naomi,26,25-34
1498,Alex,39,35-65
1499,César,26,25-34
1500,Selma,39,35-65
1501,Flavia,23,12-25
1502,Alec,27,25-34
1503,Noélie,26,25-34
1504,Salim,23,12-25
1505,Célian,34,25-34
1506,Jenna,26,25-34
1507,Lyes,25,12-25
1508,Calista,27,25-34
1509,Mélia,27,25-34
1510,Flavie,28,25-34
1511,Joris,23,12-25
1512,Khadija,40,35-65
1513,Lauryn,40,35-65
1514,Lancelot,41,35-65
1515,Mouhamed,21,12-25
1516,Alixe,25,12-25
1517,Tessa,42,35-65
1518,Reda,42,35-65
1519,Shayna,39,35-65
1520,Mael,27,25-34
1521,Térence,34,25-34
1522,Coraline,37,35-65
1523,Tara,28,25-34
1524,Ornella,24,12-25
1525,Elyes,37,35-65
1526,Mahé,28,25-34
1527,Naïla,37,35-65
1528,Louka,36,35-65
1529,Leïla,43,35-65
1530,Loris,38,35-65
1531,Lior,38,35-65
1532,Romy,25,12-25
1533,Bruno,37,35-65
1534,Thibaut,40,35-65
1535,Ombeline,23,12-25
1536,Delphine,24,12-25
1537,Sabrina,40,35-65
1538,Cassandra,24,12-25
1539,Steven,34,25-34
1540,Lucia,26,25-34
1541,Kahina,26,25-34
1542,Dounia,37,35-65
1543,Viviane,37,35-65
1544,Mélodie,39,35-65
1545,Lia,27,25-34
1546,Franck,37,35-65
1547,Elouan,28,25-34
1548,Melvil,43,35-65
1549,Macéo,41,35-65
1550,Pia,25,12-25
1551,Yannick,41,35-65
1552,Aïssata,22,12-25
1553,Paolo,39,35-65
1554,Naïm,41,35-65
1555,Brayan,39,35-65
1556,Olga,30,25-34
1557,Rayen,40,35-65
1558,Auriane,42,35-65
1559,Rébecca,45,35-65
1560,Nelson,40,35-65
1561,Cléa,37,35-65
1562,Kilian,39,35-65
1563,Nabil,24,12-25
1564,Eglantine,38,35-65
1565,Laurent,36,35-65
1566,Olympe,26,25-34
1567,Célestin,40,35-65
1568,Helena,29,25-34
1569,Aïssatou,42,35-65
1570,Kady,23,12-25
1571,Gaëlle,41,35-65
1572,Abigaël,28,25-34
1573,Kiara,23,12-25
1574,Neïla,21,12-25
1575,Gianni,25,12-25
1576,Daphnée,41,35-65
1577,Germain,38,35-65
1578,Eli,25,12-25
1579,Gaspar,26,25-34
1580,Marcel,26,25-34
1581,Yvan,37,35-65
1582,Sebastian,39,35-65
1583,Viktor,25,12-25
1584,Thelma,25,12-25
1585,Nada,26,25-34
1586,Idrissa,42,35-65
1587,Barbara,24,12-25
1588,Asma,36,35-65
1589,Philéas,26,25-34
1590,Keren,41,35-65
1591,Giovanni,42,35-65
1592,Grace,42,35-65
1593,Constant,26,25-34
1594,Habib,27,25-34
1595,Shany,23,12-25
1596,Pierre-Antoine,25,12-25
1597,Shaï,23,12-25
1598,Vianney,42,35-65
1599,Harry,25,12-25
1600,Marwane,37,35-65
1601,Ilona,28,25-34
1602,Coline,39,35-65
1603,Maria,41,35-65
1604,Philippe,41,35-65
1605,Eloïse,28,25-34
1606,Rachel,41,35-65
1607,Ariane,35,35-65
1608,Alban,24,12-25
1609,Arsène,24,12-25
1610,Bérénice,42,35-65
1611,Adama,38,35-65
1612,Youssef,25,12-25
1613,Léopold,23,12-25
1614,Jessica,24,12-25
1615,Hannah,23,12-25
1616,Pénélope,22,12-25
1617,Jérémie,41,35-65
1618,Lilia,37,35-65
1619,Maïssa,43,35-65
1620,Naomi,40,35-65
1621,Gaël,23,12-25
1622,Florent,37,35-65
1623,Benoît,30,25-34
1624,Dina,42,35-65
1625,Vadim,26,25-34
1626,Issa,24,12-25
1627,Assia,36,35-65
1628,Ilyes,40,35-65
1629,Owen,27,25-34
1630,Clovis,41,35-65
1631,Xavier,25,12-25
1632,Cassandra,19,12-25
1633,Yohan,27,25-34
1634,Kim,41,35-65
1635,Nathalie,37,35-65
1636,Lassana,41,35-65
1637,Téo,24,12-25
1638,Adel,40,35-65
1639,Yaël,40,35-65
1640,Oriane,35,35-65
1641,Johan,43,35-65
1642,Éléa,39,35-65
1643,Lilie,39,35-65
1644,Luce,41,35-65
1645,Maëlie,24,12-25
1646,Klara,40,35-65
1647,Aron,28,25-34
1648,Fatim,38,35-65
1649,Savannah,43,35-65
1650,Shayna,41,35-65
1651,Meryam,39,35-65
1652,Mickael,43,35-65
1653,Nermine,40,35-65
1654,Yamina,24,12-25
1655,Tiffany,41,35-65
1656,Mika,37,35-65
1657,Cerise,26,25-34
1658,Scarlett,30,25-34
1659,Zoë,41,35-65
1660,Marie-Lou,40,35-65
1661,Amara,25,12-25
1662,Eileen,30,25-34
1663,Joanne,40,35-65
1664,Kaïna,29,25-34
1665,Katia,38,35-65
1666,Lilly,39,35-65
1667,Maïssane,39,35-65
1668,Maxine,29,25-34
1669,Pierre-Alexandre,42,35-65
1670,Richard,26,25-34
1671,Sabrine,39,35-65
1672,Sebastian,27,25-34
1673,Sienna,37,35-65
1674,Stéphanie,37,35-65
1675,Tanguy,27,25-34
1676,Raphaël,39,35-65
1677,Adam,26,25-34
1678,Paul,38,35-65
1679,Antoine,39,35-65
1680,Jade,37,35-65
1681,Lucie,37,35-65
1682,Sacha,38,35-65
1683,Samuel,40,35-65
1684,Noah,37,35-65
1685,Augustin,25,12-25
1686,Pauline,22,12-25
1687,Margaux,25,12-25
1688,Lola,22,12-25
1689,Romane,42,35-65
1690,Quentin,25,12-25
1691,Victoire,34,25-34
1692,Noa,42,35-65
1693,Agathe,39,35-65
1694,Julie,36,35-65
1695,Maël,25,12-25
1696,Noam,37,35-65
1697,Olivia,38,35-65
1698,Maëlys,45,35-65
1699,Luca,28,25-34
1700,Basile,40,35-65
1701,Ismaïl,39,35-65
1702,Tommy,41,35-65
1703,Alexy,25,12-25
1704,Yves,41,35-65
1705,Satine,23,12-25
1706,Gautier,26,25-34
1707,Luigi,43,35-65
1708,Naïma,41,35-65
1709,Joan,38,35-65
1710,Adriana,41,35-65
1711,Raphaël,39,35-65
1712,Louise,23,12-25
1713,Paul,41,35-65
1714,Adam,27,25-34
1715,Chloé,40,35-65
1716,Thomas,38,35-65
1717,Nathan,37,35-65
1718,Sacha,40,35-65
1719,Enzo,26,25-34
1720,Hugo,42,35-65
1721,Juliette,39,35-65
1722,Clara,35,35-65
1723,Samuel,24,12-25
1724,Manon,27,25-34
1725,Adrien,21,12-25
1726,Oscar,42,35-65
1727,Martin,43,35-65
1728,Alexis,27,25-34
1729,Lisa,25,12-25
1730,Pierre,38,35-65
1731,Joseph,39,35-65
1732,Agathe,38,35-65
1733,Charles,41,35-65
1734,Timothée,26,25-34
1735,Joséphine,27,25-34
1736,Noa,26,25-34
1737,Côme,38,35-65
1738,Tristan,22,12-25
1739,Maël,39,35-65
1740,Garance,25,12-25
1741,Iris,35,35-65
1742,Ava,39,35-65
1743,Aya,38,35-65
1744,Nour,27,25-34
1745,Ulysse,40,35-65
1746,Ibrahim,24,12-25
1747,Claire,27,25-34
1748,Luna,40,35-65
1749,Yassine,43,35-65
1750,Suzanne,26,25-34
1751,Florian,40,35-65
1752,Madeleine,42,35-65
1753,Mattéo,25,12-25
1754,Anouk,27,25-34
1755,Thibault,39,35-65
1756,Dylan,43,35-65
1757,Anis,24,12-25
1758,Ahmed,41,35-65
1759,Marguerite,39,35-65
1760,Robin,28,25-34
1761,Andréa,40,35-65
1762,Amaury,22,12-25
1763,Alexandra,40,35-65
1764,Lilou,40,35-65
1765,Louna,41,35-65
1766,Ninon,39,35-65
1767,Octave,26,25-34
1768,Ayoub,38,35-65
1769,Virgile,24,12-25
1770,Ilian,36,35-65
1771,Anton,40,35-65
1772,Abel,37,35-65
1773,Albane,27,25-34
1774,François,24,12-25
1775,Romy,40,35-65
1776,Ilan,23,12-25
1777,Thaïs,30,25-34
1778,Arsène,27,25-34
1779,Roméo,26,25-34
1780,Sami,38,35-65
1781,Ariane,38,35-65
1782,Olivier,25,12-25
1783,Ludivine,28,25-34
1784,Lorenzo,25,12-25
1785,Ryan,41,35-65
1786,Pénélope,27,25-34
1787,Rosalie,24,12-25
1788,Auguste,26,25-34
1789,Jasmine,26,25-34
1790,Eric,42,35-65
1791,Cécile,39,35-65
1792,Alan,42,35-65
1793,Timéo,26,25-34
1794,Bérénice,26,25-34
1795,Jacques,40,35-65
1796,Gaël,25,12-25
1797,Nino,29,25-34
1798,Astrid,26,25-34
1799,Marwan,39,35-65
1800,Assia,38,35-65
1801,Claire,37,35-65
1802,Anthony,25,12-25
1803,Daphné,26,25-34
1804,Ryan,40,35-65
1805,Clarisse,43,35-65
1806,Lucile,37,35-65
1807,Sylvia,26,25-34
1808,Kadidiatou,37,35-65
1809,Sylvain,39,35-65
1810,Nesrine,23,12-25
1811,Jacob,38,35-65
1812,Paco,22,12-25
1813,Brieuc,39,35-65
1814,Nil,26,25-34
1815,Kady,40,35-65
1816,Inés,22,12-25
1817,Amara,42,35-65
1818,Elia,41,35-65
1819,Alyssa,45,35-65
1820,Sidonie,26,25-34
1821,Tessa,45,35-65
1822,Allan,41,35-65
1823,Matis,38,35-65
1824,Nawel,40,35-65
1825,Aymen,30,25-34
1826,Théa,22,12-25
1827,Marianne,35,35-65
1828,Lilya,24,12-25
1829,Léandre,22,12-25
1830,Gaétan,27,25-34
1831,Éléonore,43,35-65
1832,Carmen,38,35-65
1833,Lilas,24,12-25
1834,Alessandro,24,12-25
1835,Eline,36,35-65
1836,Kamil,42,35-65
1837,Aboubacar,28,25-34
1838,Kyllian,30,25-34
1839,Joana,40,35-65
1840,Adel,41,35-65
1841,Sean,23,12-25
1842,Cécilia,39,35-65
1843,Fares,36,35-65
1844,Lucille,39,35-65
1845,Mayssa,22,12-25
1846,Boris,40,35-65
1847,Khadija,25,12-25
1848,Marceau,36,35-65
1849,Johanna,39,35-65
1850,Jeremy,27,25-34
1851,Kenzo,29,25-34
1852,Joyce,25,12-25
1853,Talia,39,35-65
1854,Soline,36,35-65
1855,Enguerrand,24,12-25
1856,Maé,37,35-65
1857,Nathalie,42,35-65
1858,Darius,22,12-25
1859,Flavie,43,35-65
1860,Luce,24,12-25
1861,Noha,25,12-25
1862,Warren,28,25-34
1863,Éva,21,12-25
1864,Gloria,27,25-34
1865,Baudouin,27,25-34
1866,Ashley,24,12-25
1867,Carine,38,35-65
1868,Youssouf,24,12-25
1869,Adélaïde,29,25-34
1870,Amin,34,25-34
1871,Richard,26,25-34
1872,Liza,24,12-25
1873,Antony,25,12-25
1874,Willy,23,12-25
1875,Malak,37,35-65
1876,Charlène,26,25-34
1877,Laszlo,39,35-65
1878,Imene,42,35-65
1879,Doriane,42,35-65
1880,Maelys,25,12-25
1881,Badis,39,35-65
1882,Justin,29,25-34
1883,Sandro,36,35-65
1884,Téo,29,25-34
1885,Natacha,42,35-65
1886,Mahault,45,35-65
1887,Orlane,29,25-34
1888,Lilly,24,12-25
1889,Emilien,41,35-65
1890,Carlotta,43,35-65
1891,Salim,41,35-65
1892,Ketsia,26,25-34
1893,Adriano,24,12-25
1894,Thalia,24,12-25
1895,Jawad,36,35-65
1896,Karolina,37,35-65
1897,Zachary,44,35-65
1898,Neil,39,35-65
1899,Christina,41,35-65
1900,Prisca,42,35-65
1901,Yann,28,25-34
1902,Eloi,40,35-65
1903,Souleymane,42,35-65
1904,Albane,24,12-25
1905,Caroline,26,25-34
1906,Léane,41,35-65
1907,Fanny,28,25-34
1908,Aurèle,37,35-65
1909,Hawa,38,35-65
1910,Karim,38,35-65
1911,Farah,37,35-65
1912,Ayoub,40,35-65
1913,Alma,23,12-25
1914,Ilian,27,25-34
1915,Prune,25,12-25
1916,Bastien,25,12-25
1917,Flora,22,12-25
1918,Lino,24,12-25
1919,Djibril,42,35-65
1920,Ariel,23,12-25
1921,Flore,35,35-65
1922,Bintou,29,25-34
1923,Ilan,36,35-65
1924,Andy,25,12-25
1925,Sirine,41,35-65
1926,Brune,25,12-25
1927,Inaya,26,25-34
1928,Balthazar,26,25-34
1929,Assia,26,25-34
1930,Mona,39,35-65
1931,Alya,41,35-65
1932,Mahé,36,35-65
1933,Irène,21,12-25
1934,Raphael,24,12-25
1935,Emy,41,35-65
1936,Idriss,25,12-25
1937,Maé,25,12-25
1938,Gaël,25,12-25
1939,Malia,40,35-65
1940,Léonore,40,35-65
1941,Ilyas,39,35-65
1942,Ornella,39,35-65
1943,Malik,25,12-25
1944,Hanaé,40,35-65
1945,Farès,28,25-34
1946,Aksel,39,35-65
1947,Swan,43,35-65
1948,Kelly,26,25-34
1949,Noor,25,12-25
1950,Leïla,37,35-65
1951,Jad,40,35-65
1952,Éva,41,35-65
1953,Shirel,41,35-65
1954,Ludivine,27,25-34
1955,Maéva,29,25-34
1956,Sandra,38,35-65
1957,Dalia,24,12-25
1958,Safa,27,25-34
1959,Fares,39,35-65
1960,Aliyah,40,35-65
1961,Kévin,27,25-34
1962,Catherine,35,35-65
1963,Ismaïl,25,12-25
1964,Abigaël,41,35-65
1965,Felix,23,12-25
1966,Florent,23,12-25
1967,Grace,40,35-65
1968,Merlin,24,12-25
1969,Aloïs,40,35-65
1970,Niels,41,35-65
1971,Elissa,40,35-65
1972,Mayssa,37,35-65
1973,Louka,37,35-65
1974,Joey,25,12-25
1975,Ryad,26,25-34
1976,Elya,39,35-65
1977,Constantin,25,12-25
1978,Leny,38,35-65
1979,Nola,39,35-65
1980,Ludmila,39,35-65
1981,Aylan,28,25-34
1982,Clélia,29,25-34
1983,Waël,42,35-65
1984,Demba,42,35-65
1985,Arié,24,12-25
1986,Noha,38,35-65
1987,Younès,34,25-34
1988,Haby,38,35-65
1989,Emmie,37,35-65
1990,Robinson,39,35-65
1991,Maylis,35,35-65
1992,Paolo,23,12-25
1993,Soraya,26,25-34
1994,Lyes,40,35-65
1995,Yohann,38,35-65
1996,Claudia,42,35-65
1997,Eléna,41,35-65
1998,Angélique,42,35-65
1999,Matisse,36,35-65
2000,Agnès,37,35-65
2001,Réda,35,35-65
2002,Adélie,37,35-65
2003,Yaya,40,35-65
2004,Cynthia,35,35-65
2005,Albert,24,12-25
2006,Milena,38,35-65
2007,Angélique,45,35-65
2008,Marthe,24,12-25
2009,Bilel,38,35-65
2010,Scarlett,37,35-65
2011,Emilia,41,35-65
2012,Jimmy,27,25-34
2013,Arno,40,35-65
2014,Aurélia,42,35-65
2015,Joe,22,12-25
2016,Alba,26,25-34
2017,Elyssa,36,35-65
2018,Lindsay,42,35-65
2019,Floriane,38,35-65
2020,Thomas,43,35-65
2021,Inès,41,35-65
2022,Hugo,24,12-25
2023,Louise,27,25-34
2024,Sarah,40,35-65
2025,Marie,25,12-25
2026,Clara,42,35-65
2027,Jeanne,44,35-65
2028,Lucie,40,35-65
2029,Clément,26,25-34
2030,Jade,41,35-65
2031,Baptiste,36,35-65
2032,Anna,29,25-34
2033,Simon,22,12-25
2034,Zoé,27,25-34
2035,Clémence,27,25-34
2036,Ethan,37,35-65
2037,Tom,38,35-65
2038,Romane,39,35-65
2039,Lina,39,35-65
2040,Julia,25,12-25
2041,Mathieu,37,35-65
2042,Oscar,23,12-25
2043,Joseph,40,35-65
2044,Valentine,22,12-25
2045,Justine,23,12-25
2046,Elise,43,35-65
2047,Félix,23,12-25
2048,Sofia,40,35-65
2049,Clémentine,38,35-65
2050,Robin,38,35-65
2051,Claire,37,35-65
2052,Diane,43,35-65
2053,Myriam,23,12-25
2054,Stanislas,38,35-65
2055,Morgane,42,35-65
2056,Max,44,35-65
2057,Matteo,27,25-34
2058,Alex,41,35-65
2059,Lucien,36,35-65
2060,Stella,36,35-65
2061,Ilan,25,12-25
2062,Anthony,39,35-65
2063,Mélissa,41,35-65
2064,Lenny,39,35-65
2065,Violette,43,35-65
2066,Mathéo,29,25-34
2067,Rémi,25,12-25
2068,Sofiane,42,35-65
2069,Loïc,21,12-25
2070,Lila,39,35-65
2071,Anis,27,25-34
2072,Rachel,42,35-65
2073,Lorenzo,40,35-65
2074,Killian,39,35-65
2075,Henri,40,35-65
2076,Audrey,42,35-65
2077,Sabrina,38,35-65
2078,Nour,39,35-65
2079,Caroline,40,35-65
2080,Olivia,24,12-25
2081,Armand,37,35-65
2082,Ariane,30,25-34
2083,Luc,41,35-65
2084,Léonie,40,35-65
